temperature,humidity,co2_ppm,hour_of_day,day_of_week,expected_occupancy,actual_occupancy,outdoor_temp,floor,volume_m3,ac_btu,target_temp_offset,room_id,is_synthetic
20.02,68.2,637.36,20,1,36,9.0,18.85,6,140,24000,0.3995,M602,0
20.03,64.3,655.73,21,1,36,9.0,18.72,6,140,24000,0.3398,M602,0
20.26,65.3,643.02,21,1,36,9.0,18.6,6,140,24000,0.3752,M602,0
19.73,69.9,422.36,21,1,0,0.0,18.6,8,150,30000,0.0218,M802,0
21.03,65.5,655.53,21,1,36,9.0,18.47,6,140,24000,0.3154,M602,0
20.0,69.3,650.49,21,1,36,9.0,18.35,6,140,24000,0.3189,M602,0
20.02,62.5,665.0,21,1,36,10.0,18.23,6,140,24000,0.4125,M602,0
20.15,66.8,405.8,21,1,0,0.0,18.11,6,150,30000,0.0,M601,0
20.49,63.0,664.18,21,1,36,10.0,18.11,6,140,24000,0.4961,M602,0
20.39,74.0,637.51,22,1,36,9.0,18.0,6,140,24000,0.4353,M602,0
20.25,63.2,421.98,22,1,0,0.0,17.89,10,190,36000,0.0013,M1001,0
20.26,68.9,448.21,0,2,0,1.0,16.73,6,150,30000,0.073,M604,0
20.18,66.6,432.88,1,2,0,1.0,16.5,8,150,30000,0.0,M802,0
20.2,66.2,415.58,2,2,0,0.0,16.51,4,190,36000,0.051,A403,0
19.6,60.0,420.27,2,2,0,0.0,16.53,10,190,36000,0.0,M1001,0
20.08,67.8,432.18,2,2,0,0.0,16.53,6,140,24000,0.0388,M602,0
20.01,69.1,429.05,4,2,0,0.0,16.9,6,140,24000,0.128,M602,0
19.4,65.8,405.89,6,2,0,0.0,18.0,4,190,36000,0.0,A403,0
20.04,63.3,403.47,8,2,0,0.0,19.63,4,190,36000,0.1187,A403,0
19.65,71.7,418.66,10,2,0,0.0,21.33,6,150,30000,0.1019,M601,0
20.09,68.1,430.27,11,2,0,0.0,22.03,8,150,30000,0.3134,M802,0
20.41,72.1,412.45,13,2,0,0.0,22.45,6,150,30000,0.1486,M601,0
20.34,69.0,416.91,17,2,0,0.0,21.62,6,150,30000,0.1667,M604,0
20.11,67.1,455.77,19,2,0,1.0,20.28,6,150,30000,0.1974,M604,0
20.22,71.8,404.21,20,2,0,0.0,18.85,6,150,30000,0.0975,M601,0
20.0,60.7,423.6,21,2,0,0.0,18.35,8,150,30000,0.0291,M802,0
20.16,73.3,433.63,22,2,0,1.0,17.89,6,140,24000,0.0,M602,0
20.08,68.8,435.99,22,2,0,1.0,17.89,10,190,36000,0.0067,M1001,0
19.97,66.4,437.02,23,2,0,1.0,17.38,10,190,36000,0.118,M1001,0
20.2,67.4,435.29,0,3,0,1.0,16.64,10,190,36000,0.044,M1001,0
19.97,73.0,436.86,1,3,0,1.0,16.57,6,150,30000,0.0,M604,0
20.05,68.7,428.74,1,3,0,0.0,16.5,10,190,36000,0.0675,M1001,0
19.63,67.7,411.74,2,3,0,0.0,16.53,4,190,36000,0.0333,A403,0
20.45,69.3,443.93,2,3,0,1.0,16.55,6,150,30000,0.1031,M601,0
20.06,70.5,429.31,2,3,0,0.0,16.57,6,140,24000,0.0,M602,0
19.85,71.5,432.98,3,3,0,1.0,16.78,6,150,30000,0.1,M604,0
20.42,67.0,422.5,5,3,0,0.0,17.57,6,150,30000,0.0,M601,0
20.16,67.1,419.5,7,3,0,0.0,18.72,8,150,30000,0.0931,M802,0
20.33,66.8,444.35,7,3,0,1.0,18.98,6,150,30000,0.0604,M604,0
19.61,65.8,421.47,7,3,0,0.0,19.11,10,190,36000,0.1339,M1001,0
20.41,73.5,414.5,10,3,0,0.0,21.43,8,150,30000,0.3068,M802,0
19.94,61.3,400.0,12,3,0,0.0,22.32,6,150,30000,0.1874,M601,0
20.15,67.0,419.82,13,3,0,0.0,22.5,8,150,30000,0.2929,M802,0
20.71,74.4,471.82,14,3,0,2.0,22.5,4,190,36000,0.4031,A403,0
20.07,69.5,403.76,15,3,0,0.0,22.22,4,190,36000,0.3484,A403,0
20.37,70.4,441.52,17,3,0,1.0,21.33,6,140,24000,0.2912,M602,0
20.44,69.1,428.74,18,3,28,0.0,20.65,10,190,36000,0.0933,M1001,0
20.06,72.5,435.62,18,3,28,1.0,20.53,10,190,36000,0.2878,M1001,0
19.54,70.1,425.24,18,3,28,0.0,20.4,10,190,36000,0.2324,M1001,0
20.91,65.3,958.54,19,3,28,22.0,20.28,10,190,36000,1.7566,M1001,0
20.65,71.8,927.04,19,3,28,20.0,20.15,10,190,36000,1.3136,M1001,0
21.1,71.4,973.0,19,3,28,22.0,20.02,10,190,36000,1.525,M1001,0
20.07,69.5,969.31,19,3,28,22.0,19.89,10,190,36000,1.6652,M1001,0
20.98,71.2,932.43,19,3,28,20.0,19.76,10,190,36000,1.3115,M1001,0
20.53,64.7,918.47,19,3,28,20.0,19.63,10,190,36000,1.3146,M1001,0
20.78,68.4,979.0,20,3,28,22.0,19.5,10,190,36000,1.4694,M1001,0
21.04,70.9,938.72,20,3,28,21.0,19.37,10,190,36000,1.4401,M1001,0
21.32,70.6,914.03,20,3,28,20.0,19.24,10,190,36000,1.2358,M1001,0
20.85,61.3,918.65,20,3,28,20.0,19.11,10,190,36000,1.3231,M1001,0
20.48,71.4,952.7,20,3,28,21.0,18.98,10,190,36000,1.3399,M1001,0
20.97,61.8,954.92,20,3,28,21.0,18.85,10,190,36000,1.4427,M1001,0
20.43,71.3,935.81,21,3,28,21.0,18.72,10,190,36000,1.2139,M1001,0
20.38,65.6,954.82,21,3,28,21.0,18.6,10,190,36000,1.2846,M1001,0
20.82,74.4,935.9,21,3,28,21.0,18.47,10,190,36000,1.1238,M1001,0
20.29,74.9,912.74,21,3,28,20.0,18.35,10,190,36000,1.1172,M1001,0
20.68,69.8,943.25,21,3,28,21.0,18.23,10,190,36000,1.171,M1001,0
21.25,71.3,959.01,21,3,28,22.0,18.11,10,190,36000,1.3166,M1001,0
21.17,75.3,947.77,22,3,28,21.0,18.0,10,190,36000,1.1174,M1001,0
19.96,68.5,427.46,22,3,0,0.0,17.78,6,140,24000,0.0,M602,0
20.05,67.0,404.07,0,4,0,0.0,16.78,8,150,30000,0.0546,M802,0
19.78,67.9,424.52,0,4,0,0.0,16.64,10,190,36000,0.0617,M1001,0
20.04,64.3,422.62,1,4,0,0.0,16.53,6,150,30000,0.0,M601,0
19.96,69.9,434.88,3,4,0,1.0,16.68,6,140,24000,0.0113,M602,0
20.07,63.2,404.22,3,4,0,0.0,16.73,10,190,36000,0.0,M1001,0
19.85,70.5,439.73,3,4,0,1.0,16.73,6,150,30000,0.0,M604,0
19.75,68.9,435.05,3,4,0,1.0,16.78,4,190,36000,0.0506,A403,0
20.57,67.3,428.67,11,4,0,0.0,22.03,6,140,24000,0.2364,M602,0
20.45,73.7,432.14,13,4,0,0.0,22.4,8,150,30000,0.2212,M802,0
20.3,73.0,400.0,13,4,0,0.0,22.49,6,150,30000,0.3153,M601,0
20.48,68.8,418.79,14,4,0,0.0,22.47,10,190,36000,0.212,M1001,0
20.69,70.4,423.12,15,4,36,0.0,22.27,6,150,30000,0.1992,M604,0
20.57,65.1,406.47,15,4,36,0.0,22.22,6,150,30000,0.2025,M604,0
20.11,67.0,400.0,15,4,36,0.0,22.16,6,150,30000,0.3961,M604,0
20.87,75.5,766.68,16,4,36,14.0,22.1,6,150,30000,0.9435,M604,0
21.02,71.0,778.57,16,4,36,14.0,22.03,6,150,30000,1.1125,M604,0
21.04,69.1,777.82,16,4,36,14.0,21.96,6,150,30000,1.1389,M604,0
20.75,66.2,762.01,16,4,36,14.0,21.88,6,150,30000,1.0892,M604,0
19.96,68.5,785.53,16,4,36,15.0,21.8,6,150,30000,1.2088,M604,0
20.64,70.2,775.15,16,4,36,14.0,21.71,6,150,30000,0.969,M604,0
20.64,70.2,769.56,17,4,36,14.0,21.62,6,150,30000,0.83,M604,0
20.1,70.7,766.35,17,4,36,14.0,21.53,6,150,30000,1.0686,M604,0
21.27,65.0,775.78,17,4,36,14.0,21.43,6,150,30000,0.9059,M604,0
20.96,73.7,757.52,17,4,36,14.0,21.33,6,150,30000,0.9698,M604,0
20.77,69.3,755.33,17,4,36,13.0,21.22,6,150,30000,0.8377,M604,0
20.87,71.4,766.89,17,4,36,14.0,21.11,6,150,30000,1.0675,M604,0
21.08,69.2,759.73,18,4,36,14.0,21.0,6,150,30000,1.005,M604,0
19.87,71.5,423.46,19,4,0,0.0,20.28,6,150,30000,0.0724,M601,0
20.24,72.2,400.0,19,4,28,0.0,19.89,10,190,36000,0.2084,M1001,0
19.58,65.6,400.0,19,4,28,0.0,19.76,10,190,36000,0.1364,M1001,0
20.42,67.3,419.32,19,4,28,0.0,19.63,10,190,36000,0.1062,M1001,0
20.73,69.2,1261.28,20,4,28,34.0,19.5,10,190,36000,2.1526,M1001,0
21.8,69.9,1248.38,20,4,28,33.0,19.37,10,190,36000,2.0624,M1001,0
21.61,71.7,1241.76,20,4,28,33.0,19.24,10,190,36000,2.1185,M1001,0
21.46,71.1,1233.36,20,4,28,33.0,19.11,10,190,36000,2.0847,M1001,0
21.64,72.4,1249.85,20,4,28,33.0,18.98,10,190,36000,2.0226,M1001,0
19.82,64.3,403.83,20,4,0,0.0,18.85,4,190,36000,0.1315,A403,0
21.65,69.9,1254.39,20,4,28,33.0,18.85,10,190,36000,1.9923,M1001,0
20.84,69.4,1220.87,21,4,28,32.0,18.72,10,190,36000,1.8457,M1001,0
21.56,71.6,1228.66,21,4,28,32.0,18.6,10,190,36000,1.8479,M1001,0
21.51,69.9,1245.35,21,4,28,33.0,18.47,10,190,36000,1.9784,M1001,0
20.18,70.2,422.26,21,4,0,0.0,18.47,6,140,24000,0.0,M602,0
20.71,72.7,1259.18,21,4,28,34.0,18.35,10,190,36000,2.0462,M1001,0
20.33,67.9,432.77,21,4,0,1.0,18.23,6,150,30000,0.071,M604,0
21.3,69.4,1244.4,21,4,28,33.0,18.23,10,190,36000,1.8273,M1001,0
21.22,69.2,1258.14,21,4,28,34.0,18.11,10,190,36000,1.8357,M1001,0
21.46,73.3,1263.01,22,4,28,34.0,18.0,10,190,36000,1.7809,M1001,0
20.0,66.5,411.65,22,4,0,0.0,17.57,6,150,30000,0.0039,M604,0
19.75,63.0,420.75,23,4,0,0.0,17.2,8,150,30000,0.0,M802,0
20.66,67.3,420.36,23,4,0,0.0,17.04,4,190,36000,0.0,A403,0
20.01,70.6,449.63,0,5,0,1.0,16.84,10,190,36000,0.0,M1001,0
20.35,68.5,411.58,1,5,0,0.0,16.55,6,150,30000,0.0,M604,0
19.69,67.8,423.17,1,5,0,0.0,16.51,6,140,24000,0.0872,M602,0
19.92,74.4,431.75,2,5,0,0.0,16.51,10,190,36000,0.11,M1001,0
20.19,61.0,407.63,3,5,0,0.0,16.64,4,190,36000,0.0695,A403,0
20.02,75.6,405.58,4,5,0,0.0,17.2,6,150,30000,0.0286,M601,0
19.81,70.9,400.0,7,5,0,0.0,18.85,6,140,24000,0.0116,M602,0
20.39,66.8,437.41,9,5,0,1.0,20.28,6,150,30000,0.1855,M601,0
20.15,66.4,407.15,9,5,0,0.0,20.28,10,190,36000,0.2349,M1001,0
20.59,68.4,434.29,9,5,0,1.0,20.77,4,190,36000,0.3906,A403,0
19.49,72.2,417.76,10,5,0,0.0,21.33,8,150,30000,0.2928,M802,0
20.04,71.1,416.89,13,5,0,0.0,22.47,8,150,30000,0.2726,M802,0
20.1,66.5,416.6,14,5,0,0.0,22.5,6,150,30000,0.2595,M604,0
20.12,63.5,421.14,14,5,0,0.0,22.49,4,190,36000,0.2308,A403,0
20.17,68.4,427.18,17,5,0,0.0,21.62,8,150,30000,0.1763,M802,0
19.68,69.8,426.81,17,5,0,0.0,21.11,6,150,30000,0.1625,M604,0
19.77,70.5,436.89,23,5,0,1.0,17.38,6,140,24000,0.0511,M602,0
20.32,69.4,427.32,23,5,0,0.0,17.04,6,150,30000,0.1469,M601,0
19.87,68.5,434.16,0,6,0,1.0,16.68,4,190,36000,0.0412,A403,0
20.12,67.4,420.01,2,6,0,0.0,16.5,10,190,36000,0.1086,M1001,0
19.96,63.0,406.12,3,6,0,0.0,16.84,6,140,24000,0.1414,M602,0
19.41,63.6,419.25,4,6,0,0.0,17.2,6,150,30000,0.0063,M604,0
20.15,73.5,438.15,6,6,0,1.0,18.0,4,190,36000,0.1711,A403,0
20.05,65.9,426.39,6,6,0,0.0,18.11,6,150,30000,0.0635,M601,0
20.79,70.1,403.25,10,6,0,0.0,21.22,8,150,30000,0.1791,M802,0
20.0,64.6,447.25,10,6,0,1.0,21.53,6,150,30000,0.277,M604,0
20.4,65.4,428.67,11,6,0,0.0,21.62,6,140,24000,0.1973,M602,0
20.05,66.9,419.46,12,6,0,0.0,22.27,6,150,30000,0.2248,M601,0
20.76,72.0,417.67,13,6,0,0.0,22.4,8,150,30000,0.2745,M802,0
20.43,65.7,440.23,16,6,0,1.0,22.03,6,150,30000,0.3011,M601,0
20.0,59.9,420.84,18,6,0,0.0,21.0,6,140,24000,0.1967,M602,0
19.96,65.1,412.67,18,6,0,0.0,20.89,10,190,36000,0.1373,M1001,0
19.36,70.4,411.49,18,6,0,0.0,20.53,4,190,36000,0.151,A403,0
20.09,71.1,407.64,22,6,0,0.0,17.89,10,190,36000,0.0,M1001,0
19.97,67.7,437.61,22,6,0,1.0,17.67,8,150,30000,0.0676,M802,0
19.56,67.1,431.22,23,6,0,0.0,16.97,6,150,30000,0.0499,M604,0
20.24,64.4,427.91,1,0,0,0.0,15.03,10,190,36000,0.0131,M1001,0
20.36,72.1,415.25,2,0,0,0.0,15.07,6,140,24000,0.0229,M602,0
19.88,70.9,445.11,5,0,0,1.0,15.88,8,150,30000,0.0905,M802,0
19.61,66.7,408.44,5,0,0,0.0,16.07,6,140,24000,0.0,M602,0
20.29,63.2,400.0,6,0,0,0.0,16.61,6,150,30000,0.0,M601,0
19.84,66.0,400.0,7,0,0,0.0,17.22,8,150,30000,0.0409,M802,0
20.19,64.2,451.72,7,0,0,1.0,17.22,4,190,36000,0.1263,A403,0
19.87,66.6,432.41,7,0,0,0.0,17.74,6,150,30000,0.0316,M601,0
20.18,73.1,417.38,9,0,0,0.0,19.27,6,150,30000,0.2766,M604,0
20.1,69.9,410.45,10,0,0,0.0,19.83,4,190,36000,0.1025,A403,0
19.76,71.2,425.39,11,0,0,0.0,20.53,10,190,36000,0.2621,M1001,0
20.04,69.9,428.84,13,0,0,0.0,20.97,6,150,30000,0.2706,M604,0
20.11,67.5,400.0,15,0,0,0.0,20.72,6,150,30000,0.1443,M601,0
20.03,67.9,402.6,16,0,0,0.0,20.6,10,190,36000,0.1216,M1001,0
19.82,66.1,416.75,16,0,36,0.0,20.38,4,190,36000,0.0482,A403,0
20.38,66.0,423.67,16,0,36,0.0,20.3,4,190,36000,0.151,A403,0
19.86,65.4,417.33,16,0,36,0.0,20.21,4,190,36000,0.2214,A403,0
20.7,69.1,862.64,17,0,36,18.0,20.12,4,190,36000,1.2399,A403,0
20.91,75.6,888.42,17,0,36,19.0,20.03,4,190,36000,1.2872,A403,0
20.79,69.3,870.63,17,0,36,18.0,19.93,4,190,36000,1.1764,A403,0
21.02,70.5,853.08,17,0,36,17.0,19.83,4,190,36000,1.185,A403,0
20.94,67.3,854.0,17,0,36,17.0,19.72,4,190,36000,0.9626,A403,0
20.28,72.6,876.54,17,0,36,18.0,19.61,4,190,36000,1.2061,A403,0
20.95,67.3,895.61,18,0,36,19.0,19.5,4,190,36000,1.1848,A403,0
20.62,68.3,449.92,20,0,0,1.0,17.61,6,150,30000,0.0,M604,0
20.06,64.6,415.57,21,0,0,0.0,17.22,6,140,24000,0.174,M602,0
20.02,62.6,418.07,23,0,0,0.0,15.7,8,150,30000,0.0,M802,0
19.7,66.4,400.0,23,0,0,0.0,15.47,4,190,36000,0.0,A403,0
19.69,67.5,414.03,0,1,0,0.0,15.34,10,190,36000,0.0,M1001,0
19.41,62.0,417.38,1,1,0,0.0,15.01,4,190,36000,0.0888,A403,0
20.45,71.6,416.38,2,1,0,0.0,15.0,6,140,24000,0.0,M602,0
20.17,67.4,418.47,2,1,0,0.0,15.05,8,150,30000,0.0535,M802,0
19.83,68.0,413.59,2,1,0,0.0,15.05,6,150,30000,0.047,M604,0
19.61,67.8,402.91,5,1,0,0.0,15.88,8,150,30000,0.0208,M802,0
20.01,70.8,421.88,5,1,0,0.0,16.39,10,190,36000,0.0,M1001,0
20.16,70.4,430.56,7,1,0,0.0,17.74,6,140,24000,0.0,M602,0
19.92,68.1,403.78,7,1,0,0.0,17.74,4,190,36000,0.1338,A403,0
20.1,69.8,416.98,8,1,36,0.0,18.39,8,150,30000,0.0,M802,0
20.34,71.0,413.96,8,1,36,0.0,18.52,8,150,30000,0.0,M802,0
19.91,66.0,400.0,8,1,36,0.0,18.65,8,150,30000,0.0299,M802,0
20.33,70.3,723.53,9,1,36,12.0,18.78,8,150,30000,0.8274,M802,0
20.02,64.1,431.25,9,1,0,0.0,18.78,6,150,30000,0.0646,M601,0
20.62,74.0,723.9,9,1,36,12.0,18.9,8,150,30000,0.83,M802,0
20.5,65.9,716.36,9,1,36,12.0,19.03,8,150,30000,0.6938,M802,0
20.5,71.9,702.19,9,1,36,11.0,19.15,8,150,30000,0.8035,M802,0
20.8,70.4,714.53,9,1,36,12.0,19.27,8,150,30000,0.8406,M802,0
20.37,70.7,733.75,9,1,36,13.0,19.39,8,150,30000,0.7347,M802,0
20.16,71.2,701.17,10,1,36,11.0,19.5,8,150,30000,0.9179,M802,0
20.73,70.9,684.87,10,1,36,11.0,19.61,8,150,30000,0.9854,M802,0
19.61,68.8,724.83,10,1,36,12.0,19.72,8,150,30000,0.811,M802,0
20.09,68.4,413.02,10,1,0,0.0,19.83,6,150,30000,0.1088,M604,0
20.66,70.3,729.72,10,1,36,12.0,19.83,8,150,30000,0.9916,M802,0
20.57,63.8,705.4,10,1,36,11.0,19.93,8,150,30000,0.7046,M802,0
20.24,76.3,715.8,10,1,36,12.0,20.03,8,150,30000,0.7338,M802,0
20.7,71.8,723.59,11,1,36,12.0,20.12,8,150,30000,0.8362,M802,0
20.06,62.9,418.46,11,1,0,0.0,20.38,6,150,30000,0.0903,M601,0
20.27,71.4,443.1,14,1,0,1.0,20.93,6,150,30000,0.1825,M601,0
20.73,74.0,400.0,15,1,36,0.0,20.77,6,150,30000,0.2065,M601,0
19.86,69.4,433.36,15,1,36,1.0,20.72,6,150,30000,0.2378,M601,0
20.15,68.3,409.19,15,1,36,0.0,20.66,6,150,30000,0.0519,M601,0
20.8,70.0,820.72,16,1,36,16.0,20.6,6,150,30000,1.151,M601,0
20.3,66.8,402.31,16,1,0,0.0,20.53,4,190,36000,0.3017,A403,0
20.67,74.7,807.2,16,1,36,15.0,20.53,6,150,30000,1.1376,M601,0
20.04,70.6,838.1,16,1,36,17.0,20.46,6,150,30000,1.2368,M601,0
20.4,64.5,792.54,16,1,36,15.0,20.38,6,150,30000,1.0349,M601,0
20.61,68.6,826.05,16,1,36,16.0,20.3,6,150,30000,1.1672,M601,0
20.96,74.1,811.44,16,1,36,16.0,20.21,6,150,30000,1.0061,M601,0
20.89,72.4,843.47,17,1,36,17.0,20.12,6,150,30000,1.1597,M601,0
21.02,71.0,830.56,17,1,36,16.0,20.03,6,150,30000,1.03,M601,0
20.48,71.2,817.01,17,1,36,16.0,19.93,6,150,30000,1.1217,M601,0
20.41,70.5,810.06,17,1,36,16.0,19.83,6,150,30000,1.0628,M601,0
20.16,69.2,808.47,17,1,36,16.0,19.72,6,150,30000,0.9321,M601,0
20.4,73.3,837.34,17,1,36,17.0,19.61,6,150,30000,1.0808,M601,0
21.18,68.8,798.16,18,1,36,15.0,19.5,6,150,30000,1.0023,M601,0
19.73,63.0,409.52,18,1,0,0.0,19.39,6,140,24000,0.0,M602,0
20.02,70.8,414.19,19,1,36,0.0,18.39,6,140,24000,0.0,M602,0
19.87,65.6,400.0,19,1,36,0.0,18.26,6,140,24000,0.0,M602,0
20.11,72.6,408.02,19,1,36,0.0,18.13,6,140,24000,0.0,M602,0
20.31,73.0,615.16,20,1,36,8.0,18.0,6,140,24000,0.4369,M602,0
20.4,64.3,607.58,20,1,36,8.0,17.87,6,140,24000,0.4649,M602,0
20.24,69.6,635.95,20,1,36,9.0,17.74,6,140,24000,0.469,M602,0
20.02,66.6,630.48,20,1,36,8.0,17.61,6,140,24000,0.3794,M602,0
20.25,66.6,628.41,20,1,36,8.0,17.48,6,140,24000,0.3558,M602,0
20.27,67.2,617.04,20,1,36,8.0,17.35,6,140,24000,0.3792,M602,0
19.56,69.0,428.58,20,1,0,0.0,17.35,6,150,30000,0.0,M604,0
20.28,69.6,429.32,20,1,0,0.0,17.35,10,190,36000,0.0715,M1001,0
20.86,70.2,622.4,21,1,36,8.0,17.22,6,140,24000,0.4157,M602,0
20.78,68.8,605.28,21,1,36,7.0,17.1,6,140,24000,0.3651,M602,0
20.62,72.6,590.71,21,1,36,7.0,16.97,6,140,24000,0.2481,M602,0
20.48,67.0,612.53,21,1,36,8.0,16.85,6,140,24000,0.3383,M602,0
20.55,66.2,620.86,21,1,36,8.0,16.73,6,140,24000,0.3188,M602,0
20.65,70.9,608.05,21,1,36,8.0,16.61,6,140,24000,0.4751,M602,0
20.13,66.1,642.32,22,1,36,9.0,16.5,6,140,24000,0.3586,M602,0
20.45,64.9,414.28,22,1,0,0.0,16.28,8,150,30000,0.0,M802,0
19.54,68.6,405.6,3,2,0,0.0,15.23,4,190,36000,0.0319,A403,0
20.17,67.4,421.69,3,2,0,0.0,15.28,6,150,30000,0.1506,M601,0
19.75,68.4,408.84,4,2,0,0.0,15.4,6,140,24000,0.0548,M602,0
19.41,64.8,402.82,4,2,0,0.0,15.7,10,190,36000,0.0704,M1001,0
20.04,73.2,415.1,6,2,0,0.0,16.61,10,190,36000,0.0029,M1001,0
19.75,74.0,400.0,7,2,0,0.0,17.74,4,190,36000,0.0,A403,0
20.1,62.9,414.21,9,2,0,0.0,19.15,6,150,30000,0.0,M604,0
19.99,64.5,418.7,12,2,0,0.0,20.66,8,150,30000,0.0759,M802,0
19.75,66.2,418.9,13,2,0,0.0,21.0,4,190,36000,0.1699,A403,0
20.02,67.9,432.5,14,2,0,0.0,20.99,8,150,30000,0.2221,M802,0
20.05,67.6,432.57,15,2,0,1.0,20.82,6,150,30000,0.2772,M604,0
20.24,67.2,400.32,16,2,0,0.0,20.21,6,140,24000,0.0921,M602,0
20.1,64.4,402.83,17,2,0,0.0,19.61,6,150,30000,0.1683,M604,0
19.88,67.9,445.4,18,2,0,1.0,19.15,6,140,24000,0.0915,M602,0
19.88,66.3,436.02,19,2,0,1.0,18.39,6,150,30000,0.0171,M601,0
20.21,66.1,414.16,19,2,0,0.0,18.39,8,150,30000,0.0939,M802,0
20.24,67.1,424.7,21,2,0,0.0,16.61,10,190,36000,0.0,M1001,0
20.14,76.4,431.78,23,2,0,0.0,15.54,6,150,30000,0.0,M601,0
20.04,68.3,431.42,1,3,0,0.0,15.1,6,140,24000,0.0,M602,0
19.96,66.5,427.75,2,3,0,0.0,15.07,10,190,36000,0.0075,M1001,0
19.8,67.2,436.79,3,3,0,1.0,15.14,6,140,24000,0.0,M602,0
19.6,75.4,425.21,3,3,0,0.0,15.18,4,190,36000,0.0,A403,0
19.49,70.1,451.56,3,3,0,1.0,15.28,6,150,30000,0.0072,M604,0
20.18,61.0,432.76,4,3,0,1.0,15.47,6,150,30000,0.0,M601,0
20.38,74.9,413.3,5,3,0,0.0,16.07,4,190,36000,0.0,A403,0
19.93,68.3,404.65,6,3,0,0.0,16.73,6,150,30000,0.0,M601,0
19.94,63.9,413.24,7,3,0,0.0,17.22,10,190,36000,0.0,M1001,0
19.62,70.1,418.85,11,3,0,0.0,20.12,8,150,30000,0.2407,M802,0
20.22,67.7,400.0,11,3,0,0.0,20.3,10,190,36000,0.1956,M1001,0
20.3,70.8,423.39,13,3,0,0.0,20.93,6,140,24000,0.0318,M602,0
20.06,64.4,416.16,13,3,0,0.0,20.95,6,150,30000,0.0998,M601,0
19.58,70.0,419.05,13,3,0,0.0,21.0,8,150,30000,0.2544,M802,0
20.26,70.7,416.48,14,3,0,0.0,20.97,8,150,30000,0.3477,M802,0
20.1,71.9,415.52,15,3,0,0.0,20.77,6,150,30000,0.1888,M604,0
19.93,62.4,426.85,18,3,28,0.0,19.15,10,190,36000,0.1077,M1001,0
20.33,68.4,424.13,18,3,28,0.0,19.03,10,190,36000,0.223,M1001,0
20.41,70.1,411.72,18,3,28,0.0,18.9,10,190,36000,0.063,M1001,0
20.38,72.1,578.0,19,3,28,6.0,18.78,10,190,36000,0.4194,M1001,0
20.28,67.9,553.29,19,3,28,5.0,18.65,10,190,36000,0.257,M1001,0
19.82,72.9,562.45,19,3,28,6.0,18.52,10,190,36000,0.3844,M1001,0
20.35,68.7,579.38,19,3,28,6.0,18.39,10,190,36000,0.5903,M1001,0
19.64,72.9,579.55,19,3,28,6.0,18.26,10,190,36000,0.2929,M1001,0
20.54,67.9,555.17,19,3,28,5.0,18.13,10,190,36000,0.3335,M1001,0
20.53,68.6,562.62,20,3,28,6.0,18.0,10,190,36000,0.2473,M1001,0
20.28,70.1,566.29,20,3,28,6.0,17.87,10,190,36000,0.3703,M1001,0
20.08,67.1,564.84,20,3,28,6.0,17.74,10,190,36000,0.431,M1001,0
20.12,65.6,561.59,20,3,28,6.0,17.61,10,190,36000,0.3405,M1001,0
19.81,70.7,428.38,20,3,0,0.0,17.61,4,190,36000,0.0584,A403,0
20.0,71.2,586.75,20,3,28,7.0,17.48,10,190,36000,0.4777,M1001,0
19.82,70.8,555.9,20,3,28,5.0,17.35,10,190,36000,0.3358,M1001,0
20.18,66.2,563.75,21,3,28,6.0,17.22,10,190,36000,0.4693,M1001,0
19.79,65.5,400.0,21,3,0,0.0,17.1,6,150,30000,0.0623,M604,0
20.06,64.1,588.76,21,3,28,7.0,17.1,10,190,36000,0.363,M1001,0
20.1,66.2,585.49,21,3,28,7.0,16.97,10,190,36000,0.3329,M1001,0
20.32,69.8,549.8,21,3,28,5.0,16.85,10,190,36000,0.2091,M1001,0
20.57,70.9,556.49,21,3,28,5.0,16.73,10,190,36000,0.3148,M1001,0
20.58,66.4,589.7,21,3,28,7.0,16.61,10,190,36000,0.3615,M1001,0
20.21,69.2,573.38,22,3,28,6.0,16.5,10,190,36000,0.5243,M1001,0
19.68,68.1,423.78,0,4,0,0.0,15.28,6,150,30000,0.1474,M601,0
20.12,65.1,424.67,1,4,0,0.0,15.1,6,150,30000,0.0,M604,0
19.6,70.5,419.68,1,4,0,0.0,15.0,6,140,24000,0.0,M602,0
20.27,64.7,417.08,2,4,0,0.0,15.01,8,150,30000,0.1352,M802,0
20.1,72.2,411.96,2,4,0,0.0,15.03,10,190,36000,0.0,M1001,0
19.7,69.0,407.01,3,4,0,0.0,15.18,6,140,24000,0.0,M602,0
19.67,71.0,400.0,4,4,0,0.0,15.4,6,150,30000,0.0761,M601,0
19.81,65.8,417.01,6,4,0,0.0,16.73,6,150,30000,0.0,M601,0
19.9,68.7,415.31,7,4,0,0.0,17.48,6,140,24000,0.0,M602,0
19.7,66.4,422.78,10,4,0,0.0,19.5,6,150,30000,0.0574,M604,0
20.2,67.5,419.81,12,4,0,0.0,20.72,8,150,30000,0.2324,M802,0
20.06,68.1,450.63,12,4,0,1.0,20.77,4,190,36000,0.2402,A403,0
19.8,64.1,424.19,15,4,36,0.0,20.77,6,150,30000,0.1901,M604,0
19.8,69.2,423.32,15,4,36,0.0,20.72,6,150,30000,0.2027,M604,0
19.77,70.9,415.68,15,4,36,0.0,20.66,6,150,30000,0.154,M604,0
20.82,69.7,794.46,16,4,36,15.0,20.6,6,150,30000,1.1347,M604,0
